1993/06/08	1993/SN+//SP+06/SN+//SP+08/SN
낙인찍고	낙인찍/VV+고/EC
유엔군을	유엔군/NNG+을/JKO
파견,	파견/NNG+,/SP
공산군을	공산군/NNG+을/JKO
격퇴시켰으며	격퇴/NNG+시키/XSV+었/EP+으며/EC
戰後	戰後/SH
복구에도	복구/NNG+에/JKB+도/JX
해준	하/VV+아/EC+주/VX+ㄴ/ETM
유엔하면	유엔/NNP+하/VV+면/EC
통일문제를	통일/NNG+문제/NNG+를/JKO
북한측과	북한/NNP+측/NNB+과/JKB
票대결을	票/SH+대결/NNG+을/JKO
血鬪를	血鬪/SH+를/JKO
벌여온	벌이/VV+어/EC+오/VX+ㄴ/ETM
場임을	場/SH+이/VCP+ㅁ/ETN+을/JKO
잊을	잊/VV+을/ETM
유엔에서의	유엔/NNP+에서/JKB+의/JKG
得票활동에	得票/SH+활동/NNG+에/JKB
걸었던	걸/VV+었/EP+던/ETM
남북한은	남/NNP+북한/NNP+은/JX
7·4	7/SN+·/SP+4/SN
공동성명	공동/NNG+성명/NNG
토의를	토의/NNG+를/JKO
보류해온	보류/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
판에	판/NNG+에/JKB
박은	박/VV+은/ETM
票대결과	票/SH+대결/NNG+과/JC
舌戰을	舌戰/SH+을/JKO
지양한	지양/NNG+하/XSV+ㄴ/ETM
십수년만에	십/NR+수년/NNG+만/NNB+에/JKB
비회원국인	비/XPN+회원국/NNG+이/VCP+ㄴ/ETM
득표경쟁	득표/NNG+경쟁/NNG
총회에	총회/NNG+에/JKB
초청받아	초청/NNG+받/VV+아/EC
연설하게	연설/NNG+하/XSV+게/EC
동서화해	동서/NNG+화해/NNG
이슈로	이슈/NNG+로/JKB
浮上하는	浮上/SH+하/XSV+는/ETM
대화의	대화/NNG+의/JKG
되었음을	되/VV+었/EP+음/ETN+을/JKO
유엔연설의	유엔/NNP+연설/NNG+의/JKG
분석하고자	분석/NNG+하/XSV+고자/EC
건국	건국/NNG
40년만에	40/SN+년/NNB+만/NNB+에/JKB
평화경쟁을	평화/NNG+경쟁/NNG+을/JKO
벌이게	벌이/VV+게/EC
자유진영과	자유/NNG+진영/NNG+과/JC
공산진영을	공산/NNG+진영/NNG+을/JKO
벌였던	벌이/VV+었/EP+던/ETM
代理戰을	代理戰/SH+을/JKO
지양,	지양/NNG+,/SP
세계최대	세계/NNG+최대/NNG
場에	場/SH+에/JKB
나서서	나서/VV+서/EC
40년간의	40/SN+년/NNB+간/NNG+의/JKG
국가경영의	국가/NNG+경영/NNG+의/JKG
각자의	각자/NNG+의/JKG
구상과	구상/NNG+과/JC
실천방안을	실천/NNG+방안/NNG+을/JKO
제시,	제시/NNG+,/SP
평가받는	평가/NNG+받/VV+는/ETM
계기라는	계기/NNG+이/VCP+라는/ETM
지적할	지적/NNG+하/XSV+ㄹ/ETM
외무부는	외무부/NNG+는/JX
연설의	연설/NNG+의/JKG
의미와	의미/NNG+와/JC
波長이	波長/SH+이/JKS
40년을	40/SN+년/NNB+을/JKO
치르고	치르/VV+고/EC
무역국으로	무역국/NNG+으로/JKB
발전한	발전/NNG+하/XSV+ㄴ/ETM
國力을	國力/SH+을/JKO
평화외교의	평화/NNG+외교/NNG+의/JKG
종합적	종합/NNG+적/XSN
청사진을	청사진/NNG+을/JKO
특별선언의	특별/NNG+선언/NNG+의/JKG
참다운	참/NNG+답/XSA+ㄴ/ETM
정신,	정신/NNG+,/SP
외교대표부교환을	외교/NNG+대표부/NNG+교환/NNG+을/JKO
對北方	對北方/SH
외교노력,	외교/NNG+노력/NNG+,/SP
敵對	敵對/SH
민족으로서	민족/NNG+으로서/JKB
공존공영의	공존공영/NNG+의/JKG
포용하여	포용/NNG+하/XSV+아/EC
통일노력을	통일/NNG+노력/NNG+을/JKO
주지시켜야	주지/NNG+시키/XSV+어야/EC
두말할	두말/NNG+하/XSV+ㄹ/ETM
여지가	여지/NNB+가/JKS
교류의	교류/NNG+의/JKG
자세면에서	자세/NNG+면/NNG+에서/JKB
북한문제	북한/NNP+문제/NNG
접근에	접근/NNG+에/JKB
단순방식을	단순/NNG+방식/NNG+을/JKO
적극교류를	적극/NNG+교류/NNG+를/JKO
세계평화에	세계/NNG+평화/NNG+에/JKB
기여하고	기여/NNG+하/XSV+고/EC
교조적이고	교조/NNG+적/XSN+이/VCP+고/EC
폐쇄적인	폐쇄/NNG+적/XSN+이/VCP+ㄴ/ETM
개방시켜	개방/NNG+시키/XSV+어/EC
번영하는	번영/NNG+하/XSV+는/ETM
길임을	길/NNG+이/VCP+ㅁ/ETN+을/JKO
평화공존	평화/NNG+공존/NNG
평가받을	평가/NNG+받/VV+을/ETM
추진이나	추진/NNG+이나/JC
유엔가입	유엔/NNP+가입/NNG
풀려나갈	풀리/VV+어/EC+나가/VX+ㄹ/ETM
牧師의	牧師/SH+의/JKG
殺人	殺人/SH
기독교	기독교/NNG
신앙에서	신앙/NNG+에서/JKB
말세론은	말세/NNG+론/XSN+은/JX
지닌다.	지니/VV+ㄴ다/EF+./SF
교리는	교리/NNG+는/JX
최후의	최후/NNG+의/JKG
심판을	심판/NNG+을/JKO
강조하면서,	강조/NNG+하/XSV+면서/EC+,/SP
현실생활의	현실/NNG+생활/NNG+의/JKG
윤리성을	윤리/NNG+성/XSN+을/JKO
강화시키는	강화/NNG+시키/XSV+는/ETM
목사의	목사/NNG+의/JKG
강도살인	강도/NNG+살인/NNG
소름이	소름/NNG+이/JKS
끼친다.	끼치/VV+ㄴ다/EF+./SF
범행동기가	범행/NNG+동기/NNG+가/JKS
교회신축자금을	교회/NNG+신축/NNG+자금/NNG+을/JKO
위해서였다니	위하/VV+아서/EC+이/VCP+었/EP+다니/EC
허탈감이	허탈감/NNG+이/JKS
엄습한다.	엄습/NNG+하/XSV+ㄴ다/EF+./SF
말세적	말세/NNG+적/XSN
성직자마저	성직자/NNG+마저/JX
도덕성을	도덕/NNG+성/XSN+을/JKO
망각하고	망각/NNG+하/XSV+고/EC
하늘의	하늘/NNG+의/JKG
보화가	보화/NNG+가/JKC
지상의	지상/NNG+의/JKG
재화를	재화/NNG+를/JKO
탐했다니	탐/NNG+하/XSV+았/EP+다니/EC
어이없는	어이없/VA+는/ETM
노릇이다.	노릇/NNG+이/VCP+다/EF+./SF
영혼의	영혼/NNG+의/JKG
황폐함이	황폐/NNG+하/XSV+ㅁ/ETN+이/JKS
교회를	교회/NNG+를/JKO
간교하게	간교/NNG+하/XSA+게/EC
피살자를	피살자/NNG+를/JKO
꾀어내고,	꾀어내/VV+고/EC+,/SP
숨겨둔	숨기/VV+어/EC+두/VX+ㄴ/ETM
권총으로	권총/NNG+으로/JKB
쏴	쏘/VV+아/EC
죽인	죽이/VV+ㄴ/ETM
2억	2/SN+억/NR
8천만원의	8/SN+천만/NR+원/NNB+의/JKG
거액	거액/NNG
수표를	수표/NNG+를/JKO
뺏었다고	뺏/VV+었/EP+다고/EC
정신상태가	정신/NNG+상태/NNG+가/JKS
정상인지	정상/NNG+이/VCP+ㄴ지/EC
의심스럽기도	의심/NNG+스럽/XSA+기/ETN+도/JX
도무지	도무지/MAG
상상이	상상/NNG+이/JKC
극악한	극악/NNG+하/XSA+ㄴ/ETM
범죄행위다.	범죄/NNG+행위/NNG+이/VCP+다/EF+./SF
성직자의	성직자/NNG+의/JKG
타락상에	타락상/NNG+에/JKB
할말을	하/VV+ㄹ/ETM+말/NNG+을/JKO
잃는다.	잃/VV+는다/EF+./SF
구제라는	구제/NNG+이/VCP+라는/ETM
신성한	신성/NNG+하/XSA+ㄴ/ETM
사명을	사명/NNG+을/JKO
성직이다.	성직/NNG+이/VCP+다/EF+./SF
자기를	자기/NP+를/JKO
세속의	세속/NNG+의/JKG
부귀영화를	부귀영화/NNG+를/JKO
뿌리치고	뿌리치/VV+고/EC
인간구원에	인간/NNG+구원/NNG+에/JKB
몰두함이	몰두/NNG+하/XSV+ㅁ/ETN+이/JKS
직분으로	직분/NNG+으로/JKB
성직자도	성직자/NNG+도/JX
인간임에,	인간/NNG+이/VCP+ㅁ/ETN+에/JKB+,/SP
탈선과	탈선/NNG+과/JC
과오가	과오/NNG+가/JKS
없으란	없/VA+으란/ETM
우리나라의	우리나라/NNG+의/JKG
기독교는	기독교/NNG+는/JX
선교사상	선교/NNG+사상/NNG
유례없는	유례없/VA+는/ETM
발전으로	발전/NNG+으로/JKB
결과로,	결과/NNG+로/JKB+,/SP
과장된	과장/NNG+되/XSV+ㄴ/ETM
표현이나	표현/NNG+이나/JC
교회라는	교회/NNG+이/VCP+라는/ETM
양적	양/NNG+적/XSN
팽창을	팽창/NNG+을/JKO
일으켰다.	일으키/VV+었/EP+다/EF+./SF
내실이	내실/NNG+이/JKS
비례했는가는	비례/NNG+하/XSV+았/EP+는가/EC+는/JX
자체내에서도	자체/NNG+내/NNB+에서/JKB+도/JX
個敎會주의는	個敎會/SH+주의/NNG+는/JX
경쟁적으로	경쟁/NNG+적/XSN+으로/JKB
양산하여	양산/NNG+하/XSV+아/EC
교회천국의	교회/NNG+천국/NNG+의/JKG
심어준	심/VV+어/EC+주/VX+ㄴ/ETM
성직자들의	성직자/NNG+들/XSN+의/JKG
정신수준이	정신/NNG+수준/NNG+이/JKS
팽창주의를	팽창주의/NNG+를/JKO
지탱할	지탱/NNG+하/XSV+ㄹ/ETM
만한지에	만/NNB+하/XSA+ㄴ지/EC+에/JKB
대답은	대답/NNG+은/JX
긍정적이지만은	긍정/NNG+적/XSN+이/VCP+지/EC+만/JX+은/JX
교회안에서	교회/NNG+안/NNG+에서/JKB
알력과	알력/NNG+과/JC
신도들이	신도/NNG+들/XSN+이/JKS
갈려	갈리/VV+어/EC
비대한	비대/NNG+하/XSA+ㄴ/ETM
교회가	교회/NNG+가/JKS
회개하라는	회개/NNG+하/XSV+라는/ETM
성경의	성경/NNG+의/JKG
가르침에	가르침/NNG+에/JKB
따랐는지	따르/VV+았/EP+는지/EC
회의에	회의/NNG+에/JKB
잠기게	잠기/VV+게/EC
정신풍토가	정신/NNG+풍토/NNG+가/JKS
사나와졌는지를	사납/VA+아/EC+지/VX+었/EP+는지/EC+를/JKO
깨달으며	깨닫/VV+으며/EC
종교의	종교/NNG+의/JKG
걸지	걸/VV+지/EC
무너진	무너지/VV+ㄴ/ETM
혼돈이	혼돈/NNG+이/JKS
지배한다.	지배/NNG+하/XSV+ㄴ다/EF+./SF
증오와	증오/NNG+와/JC
대결과	대결/NNG+과/JC
가혹해질	가혹/NNG+하/XSA+아/EC+지/VX+ㄹ/ETM
치유하는	치유/NNG+하/XSV+는/ETM
종교는	종교/NNG+는/JX
맡아야	맡/VV+아야/EC
부자가	부자/NNG+가/JKS
천국에	천국/NNG+에/JKB
들어가기는	들어가/VV+기/ETN+는/JX
낙타가	낙타/NNG+가/JKS
들어가기보다	들어가/VV+기/ETN+보다/JKB
가르침이	가르침/NNG+이/JKS
통절한가를	통절/XR+하/XSA+ㄴ가/EC+를/JKO
탐욕을	탐욕/NNG+을/JKO
가난한	가난/NNG+하/XSA+ㄴ/ETM
밝아질	밝/VA+아/EC+지/VX+ㄹ/ETM
황폐성이	황폐/NNG+성/XSN+이/JKS
무섭다는	무섭/VA+다는/ETM
똑똑히	똑똑히/MAG
感動的인	感動的/SH+이/VCP+ㄴ/ETM
百	百/SH
世界新	世界新/SH
주경기장엔	주/MM+경기장/NNG+에/JKB+ㄴ/JX
신화가	신화/NNG+가/JKS
피어났다.	피어나/VV+았/EP+다/EF+./SF
스피드의	스피드/NNG+의/JKG
육상종목	육상/NNG+종목/NNG
꽃이라는	꽃/NNG+이/VCP+라는/ETM
1백미터	1/SN+백/NR+미터/NNB
달리기에서	달리기/NNG+에서/JKB
9·79라는	9/SN+·/SP+7/SN+9/SN+라는/ETM
경이적	경이/NNG+적/XSN
터져나왔다.	터지/VV+어/EC+나오/VV+았/EP+다/EF+./SF
순간이	순간/NNG+이/JKC
총알처럼	총알/NNG+처럼/JKB
대결에	대결/NNG+에/JKB
집중되었다.	집중/NNG+되/XSV+었/EP+다/EF+./SF
벤·존슨이냐,	벤/NNP+·/SP+존슨/NNP+이/VCP+냐/EC+,/SP
칼·루이스냐,	칼/NNP+·/SP+루이스/NNP+이/VCP+냐/EC+,/SP
예상과	예상/NNG+과/JKB
벤·존슨에게	벤/NNP+·/SP+존슨/NNP+에게/JKB
돌아간	돌아가/VV+ㄴ/ETM
종전	종전/NNG
0.04초	0/SN+./SP+04/SN+초/NNB
단축시켜	단축/NNG+시키/XSV+어/EC
태풍을	태풍/NNG+을/JKO
육상	육상/NNG
경주는	경주/NNP+는/JX
순간의	순간/NNG+의/JKG
승부다.	승부/NNG+이/VCP+다/EF+./SF
시계초침이	시계/NNG+초침/NNG+이/JKS
똑딱거리기	똑딱거리/VV+기/ETN
결판이	결판/NNG+이/JKS
나고	나/VV+고/EC
만다.	말/VX+ㄴ다/EF+./SF
신기록은	신/XPN+기록/NNG+은/JX
인간승리의	인간/NNG+승리/NNG+의/JKG
금자탑이다.	금자탑/NNG+이/VCP+다/EF+./SF
깨지고	깨지/VV+고/EC
도전은	도전/NNG+은/JX
인정하지	인정/NNG+하/XSV+지/EC
신기록으로	신/XPN+기록/NNG+으로/JKB
영원히	영원히/MAG
기억에	기억/NNG+에/JKB
남으리라	남/VV+으리라/EC
존슨과	존슨/NNP+과/JKB
루이스의	루이스/NNP+의/JKG
超速의	超速/SH+의/JKG
대결은	대결/NNG+은/JX
1980년	1980/SN+년/NNB
9승	9/SN+승/NNG
6패로	6/SN+패/NNG+로/JKB
루이스가	루이스/NNP+가/JKS
앞섰다.	앞서/VV+었/EP+다/EF+./SF
둘의	둘/NR+의/JKG
디디면서	디디/VV+면서/EC
싸움은	싸움/NNG+은/JX
거드름과	거드름/NNG+과/JC
입씨름으로	입씨름/NNG+으로/JKB
만만찮은	만만찮/VA+은/ETM
존슨의	존슨/NNP+의/JKG
예언이	예언/NNG+이/JKS
쾌적한	쾌적/XR+하/XSA+ㄴ/ETM
날씨도	날씨/NNG+도/JX
불붙일	불붙이/VV+ㄹ/ETM
듯했다.	듯/NNB+하/XSA+았/EP+다/EF+./SF
출발과	출발/NNG+과/JKB
승리자는	승리자/NNG+는/JX
탄환과	탄환/NNG+과/JKB
내달았다.	내닫/VV+았/EP+다/EF+./SF
돌풍이	돌풍/NNG+이/JKS
뒤흔들었다.	뒤흔들/VV+었/EP+다/EF+./SF
단풍잎의	단풍잎/NNG+의/JKG
깃발이	깃발/NNG+이/JKS
운동장을	운동장/NNG+을/JKO
뒤덮었다.	뒤덮/VV+었/EP+다/EF+./SF
주최한	주최/NNG+하/XSV+ㄴ/ETM
아낌없는	아낌없/VA+는/ETM
갈채와	갈채/NNG+와/JC
환호를	환호/NNG+를/JKO
그랬을	그렇/VA+었/EP+을/ETM
승패를	승패/NNG+를/JKO
떠나	떠나/VV+아/EC
무한한	무한/NNG+하/XSA+ㄴ/ETM
감동을	감동/NNG+을/JKO
안겨준	안기/VV+어/EC+주/VX+ㄴ/ETM
중반에	중반/NNG+에/JKB
메달경쟁이	메달/NNG+경쟁/NNG+이/JKS
치열하다.	치열/NNG+하/XSA+다/EF+./SF
창조될	창조/NNG+되/XSV+ㄹ/ETM
마라톤을	마라톤/NNG+을/JKO
종목이	종목/NNG+이/JKS
분전	분전/NNG
자랑스럽기만	자랑/NNG+스럽/XSA+기/ETN+만/JX
아무쪼록	아무쪼록/MAG
승부욕을	승부욕/NNG+을/JKO
앞세우지	앞세우/VV+지/EC
기를	기/NNG+를/JKO
발휘해	발휘/NNG+하/XSV+아/EC
유종의	유종/NNG+의/JKG
미를	미/NNG+를/JKO
거둬주기	거두/VV+어/EC+주/VX+기/ETN
한가위를	한가위/NNG+를/JKO
한가위다.	한가위/NNG+이/VCP+다/EF+./SF
올따라	올/NNG+따르/VV+아/EC
時和年豊하여	時和年豊/SH+하/XSA+아/EC
산과	산/NNG+과/JC
들에는	들/NNG+에/JKB+는/JX
오곡과	오곡/NNG+과/JC
백과가	백과/NNG+가/JKS
푸짐하고	푸짐/XR+하/XSA+고/EC
찾기	찾/VV+기/ETN
잔치인	잔치/NNG+이/VCP+ㄴ/ETM
한가운데서	한/XPN+가운데/NNG+서/JKB
추석을	추석/NNG+을/JKO
아귀차게	아귀차/VA+게/EC
내려오고	내려오/VV+고/EC
한가위는	한가위/NNG+는/JX
오늘이	오늘/NNG+이/JKS
자연의	자연/NNG+의/JKG
은혜에	은혜/NNG+에/JKB
감사하고	감사/NNG+하/XSV+고/EC
조상의	조상/NNG+의/JKG
음덕을	음덕/NNG+을/JKO
追遠感慕하는	追遠感慕/SH+하/XSV+는/ETM
날이자	날/NNG+이/VCP+자/EC
즐거움을	즐거움/NNG+을/JKO
이웃과	이웃/NNG+과/JKB
한가위의	한가위/NNG+의/JKG
마음이란	마음/NNG+이란/JX
드높이	드높이/MAG
중천에	중천/NNG+에/JKB
휘영청하게	휘영청/MAG+하/XSA+게/EC
밝고	밝/VA+고/EC
조금의	조금/NNG+의/JKG
모남도	모나/VA+ㅁ/ETN+도/JX
두리둥실하게	두리둥실/MAG+하/XSA+게/EC
둥글어서	둥글/VA+어서/EC
온누리를	온/MM+누리/NNG+를/JKO
고루	고루/MAG
비추는	비추/VV+는/ETM
仲秋明月과도	仲秋明月/SH+과/JKB+도/JX
한가위도	한가위/NNG+도/JX
1천만을	1/SN+천만/NR+을/JKO
헤아리는	헤아리/VV+는/ETM
귀성의	귀성/NNG+의/JKG
인파가	인파/NNG+가/JKS
저마다의	저마다/NNG+의/JKG
고향과	고향/NNG+과/JC
선영과	선영/NNG+과/JC
일가와	일가/NNG+와/JC
이웃과의	이웃/NNG+과/JKB+의/JKG
만남과	만남/NNG+과/JC
어우러짐이	어우러지/VV+ㅁ/ETN+이/JKS
빚는	빚/VV+는/ETM
기쁨과	기쁨/NNG+과/JC
화합은	화합/NNG+은/JX
사람답게	사람/NNG+답/XSA+게/EC
보람으로	보람/NNG+으로/JKB
방방곡곡에서	방방곡곡/NNG+에서/JKB
꽃피어	꽃피/VV+어/EC
오른다.	오르/VV+ㄴ다/EF+./SF
선창한	선창/NNG+하/XSV+ㄴ/ETM
아니면서	아니/VCN+면서/EC
한가위로	한가위/NNG+로/JKB
나부끼는	나부끼/VV+는/ETM
향방과	향방/NNG+과/JKB
귀소본능처럼	귀소/NNG+본능/NNG+처럼/JKB
줄기차게	줄기차/VA+게/EC
지켜내려오고	지키/VV+어/EC+내려오/VV+고/EC
미풍양속도	미풍양속/NNG+도/JX
우리역사가	우리/NP+역사/NNG+가/JKS
무게와	무게/NNG+와/JC
문화가	문화/NNG+가/JKS
가꾸어	가꾸/VV+어/EC
축적의	축적/NNG+의/JKG
이목을	이목/NNG+을/JKO
집중시키고	집중/NNG+시키/XSV+고/EC
개최의	개최/NNG+의/JKG
성사도	성사/NNG+도/JX
위와	위/NNG+와/JKB
역량에	역량/NNG+에/JKB
알게된다.	알/VV+게/EC+되/VV+ㄴ다/EF+./SF
맑으면	맑/VA+으면/EC
그늘도	그늘/NNG+도/JX
세상의	세상/NNG+의/JKG
기쁨으로	기쁨/NNG+으로/JKB
흥청이고	흥청/NNP+이/VCP+고/EC
겹쳐서	겹치/VV+어서/EC
올림픽으로	올림픽/NNG+으로/JKB
들뜨고	들뜨/VV+고/EC
소외의	소외/NNG+의/JKG
그늘에서	그늘/NNG+에서/JKB
병들고	병들/VV+고/EC
외롭고	외롭/VA+고/EC
슬퍼서	슬프/VA+어서/EC
신산을	신산/NNG+을/JKO
되씹고	되씹/VV+고/EC
이웃들에	이웃/NNG+들/XSN+에/JKB
온정을	온정/NNG+을/JKO
저버릴	저버리/VV+ㄹ/ETM
사회복지시설에	사회/NNG+복지/NNG+시설/NNG+에/JKB
수용된	수용/NNG+되/XSV+ㄴ/ETM
양로원이나	양로원/NNG+이나/JC
보육원의	보육원/NNG+의/JKG
노인과	노인/NNG+과/JC
소년가장이나	소년/NNG+가장/NNG+이나/JC
극빈영세민을	극빈/NNG+영세민/NNG+을/JKO
위하여	위하/VV+아/EC
얼마만큼이나	얼마/NNG+만큼/JKB+이나/JX
나누었느냐를	나누/VV+었/EP+느냐/EC+를/JKO
돌이켜	돌이키/VV+어/EC
뼈에	뼈/NNG+에/JKB
사무치도록	사무치/VV+도록/EC
그리우면서도	그립/VA+면서/EC+도/JX
가보지도	가/VV+아/EC+보/VX+지/EC+도/JX
만나지도	만나/VV+지/EC+도/JX
이산가족들의	이산가족/NNG+들/XSN+의/JKG
헤아려	헤아리/VV+어/EC
공산치하에서	공산/NNG+치하/NNG+에서/JKB
시달리는	시달리/VV+는/ETM
이북	이북/NNP
겨레에	겨레/NNG+에/JKB
누리는	누리/VV+는/ETM
당면의	당면/NNG+의/JKG
챙겨야	챙기/VV+어야/EC+하/VX
맞으며	맞/VV+으며/EC
두리둥실한	두리둥실/MAG+하/XSA+ㄴ/ETM
점지하는	점지/NNG+하/XSV+는/ETM
참가자들과	참가자/NNG+들/XSN+과/JKB
온누리가	온/MM+누리/NNG+가/JKS
상극과	상극/NNG+과/JC
분쟁이	분쟁/NNG+이/JKC
평화로	평화/NNG+로/JKB
어우러지게	어우러지/VV+게/EC
염원이	염원/NNG+이/JKS
승화되기를	승화/NNG+되/XSV+기/ETN+를/JKO
빌고자	빌/VV+고자/EC
有終의	有終/SH+의/JKG
美를	美/SH+를/JKO
따질	따지/VV+ㄹ/ETM
따지되	따지/VV+되/EC
主催國	主催國/SH
雅量	雅量/SH
집중시켜	집중/NNG+시키/XSV+어/EC
중반을	중반/NNG+을/JKO
6일동안의	6/SN+일/NNB+동안/NNG+의/JKG
경기일정만을	경기/NNG+일정/NNG+만/JX+을/JKO
남겨두고	남기/VV+어/EC+두/VX+고/EC
장엄·화려한	장엄/NNG+·/SP+화려/XR+하/XSA+ㄴ/ETM
개막식에	개막식/NNG+에/JKB
경기내용은	경기/NNG+내용/NNG+은/JX
23회에	23/SN+회/NNB+에/JKB
대회보다	대회/NNG+보다/JKB
훌륭하고	훌륭/XR+하/XSA+고/EC
것이었다고	것/NNB+이/VCP+었/EP+다고/EC
자부한다.	자부/NNG+하/XSV+ㄴ다/EF+./SF
기록경기만	기록경기/NNG+만/JX
25개	25/SN+개/NNB
세계신기록과	세계/NNG+신/XPN+기록/NNG+과/JC
쏟아져	쏟아지/VV+어/EC
나왔다.	나오/VV+았/EP+다/EF+./SF
유치,	유치/NNG+,/SP
조직,	조직/NNG+,/SP
운영한	운영/NNG+하/XSV+ㄴ/ETM
한국국민의	한국/NNP+국민/NNG+의/JKG
뛰어난	뛰어나/VA+ㄴ/ETM
잠재능력과	잠재/NNG+능력/NNG+과/JC
7년	7/SN+년/NNB
대회운영을	대회/NNG+운영/NNG+을/JKO
시설,	시설/NNG+,/SP
투자한	투자/NNG+하/XSV+ㄴ/ETM
결실한	결실/NNG+하/XSV+ㄴ/ETM
한국민의	한국민/NNG+의/JKG
자질과	자질/NNG+과/JC
활약	활약/NNG
커서	크/VA+어서/EC
레슬링,	레슬링/NNG+,/SP
유도	유도/NNG
종반전에	종반전/NNG+에/JKB
더많은	더/MAG+많/VA+은/ETM
획득가능성을	획득/NNG+가능/NNG+성/XSN+을/JKO
보여주고	보이/VV+어/EC+주/VX+고/EC
대회개막전	대회/NNG+개막전/NNG
테러나	테러/NNG+나/JC
소요를	소요/NNG+를/JKO
걱정했는데도	걱정/NNG+하/XSV+았/EP+는데/EC+도/JX
조짐은	조짐/NNG+은/JX
아직까지는	아직/MAG+까지/JX+는/JX
없어보인다.	없/VA+어/EC+보이/VV+ㄴ다/EF+./SF
예상하지	예상/NNG+하/XSV+지/EC
터져	터지/VV+어/EC
분통과	분통/NNG+과/JKB
당혹감을	당혹감/NNG+을/JKO
불러일으키고	불러일으키/VV+고/EC
복싱경기장에서의	복싱/NNG+경기장/NNG+에서/JKB+의/JKG
불공정한	불/XPN+공정/NNG+하/XSA+ㄴ/ETM
심판판정에	심판/NNG+판정/NNG+에/JKB
항의	항의/NNG
난동,	난동/NNG+,/SP
미국전역에	미국/NNP+전역/NNG+에/JKB
독점중계	독점/NNG+중계/NNG
방송의	방송/NNG+의/JKG
편파적	편파/NNG+적/XSN
도핑복용에	도핑/NNG+복용/NNG+에/JKB
실격,	실격/NNG+,/SP
수영선수의	수영/NNG+선수/NNG+의/JKG
절도사건을	절도/NNG+사건/NNG+을/JKO
소동	소동/NNG
시비들이	시비/NNG+들/XSN+이/JKS
참가각국의	참가/NNG+각국/NNG+의/JKG
내셔널리즘,	내셔널리즘/NNG+,/SP
국수주의	국수주의/NNG
회오리바람마저	회오리바람/NNG+마저/JX
일어	일/VV+어/EC
식자의	식자/NNG+의/JKG
마무리를	마무리/NNG+를/JKO
분석,	분석/NNG+,/SP
苦言을	苦言/SH+을/JKO
하고자	하/VV+고자/EC
복싱경기장에서	복싱/NNG+경기장/NNG+에서/JKB
코칭스태프나	코칭스태프/NNG+나/JC
운영임원들이	운영/NNG+임원/NNG+들/XSN+이/JKS
항의,	항의/NNG+,/SP
링을	링/NNG+을/JKO
점령하고	점령/NNG+하/XSV+고/EC
심판에	심판/NNG+에/JKB
폭행한	폭행/NNG+하/XSV+ㄴ/ETM
절대로	절대로/MAG
